Sr. No.,Barcode,Brand,Product Name,Weight,Category,Retail Price,Photograhy,Shopify,Product Picture in Shopify,Categorization
752,8690526588094,Salmanli ,Gerostete Haselnusse,400g,Dryfruits,6.99,Done,Done,,
753,8690526094045,Mercan,Gerostete Pistazien ,170g,Dryfruits,2.99,Done,Done,Done,
754,8690526743295,Salmanli ,Gerostete Gelbe Kichererbsen,400g,Dryfruits,2.99,Done,Done,Done,
755,8690526651224,Meray,Deluxe Mix Roasted and Salted,300g,Dryfruits,6.49,Done,Done,Done,
756,8690526753294,Salmanli ,Karisik Kokteyl,225g,Dryfruits,1.99,Done,Done,,
757,8690526070285,Salmanli ,Karisik Cerez,350g,Dryfruits,2.99,Done,Done,,
758,8690526063188,Salmanli ,Gerostete Haselnusse,200g,Dryfruits,2.99,Done,Done,,
759,8690526013510,Mis,Ice Tea,1L,Ice Tea,1.59,Done,Done,Done,
760,8690526057279,Juss,Apple Juice,1L,Drinks,2.49,Done,Done,Done ,
761,8690526026626,Aroma,Pomegranate Nectar,1L,Drinks,3.49,Done,Done,Done,
762,8690526520346,Nigde Gazozu,Soguk ciniz,250ml,Drinks,1.49,Done,Done,Done,
763,8690526013954,Camlica,Frambaz,200ml,Drinks,,Done,Done,Done,
764,8690526023175,Camlica,Limon,200ml,Drinks,,Done,Done,Done,
765,8690526095264,Sarikiz,Zencefilli Ginger,200ml,Drinks,,Done,Done,Done,
766,8690526095202,Uludag,Frutti Extra Birnen,0.25ml,Drinks,,Done,Done,Done,
767,8690526095226,Uludag,Frutti Extra Tropic,0.25ml,Drinks,,Done,Done,Done,
768,8690526065533,Suntat,Latte cappuccino,250ml,Drinks,1.49,Done,Done,Done,
769,8690526693361,Lotte,AloeVera Kiwi Flavor,240ml,Drinks,2.99,Done,Done,,
770,8690526006468,Dydo,Cola Turka,200ml,Drinks,0.99,Done,Done,Done,
771,8690526016474,Kizilay,Plus Yasil Cayil & Ginsengli Limon,200ml,Drinks,,Done,Done,Done,
772,8690533771021,Lotte,AloeVera Mango Flavor,240ml,Drinks,1.3,Done,Done,Done,
773,8690526036571,Sultan,Sultan Cola Cumin Noir,250ml,Drinks,1.49,Done,Done,Done,
774,8690526035413,Sultan,Sultan Orange ,250ml,Drinks,1.59,Done,Done,Done,
775,8690526028934,One Lime,Mandarine,0.33ml,Drinks,,Done,Done,Done,
776,8690766130725,Hot Blood,Energy Classic Mit Taurin,250ml,Drinks,1.19,Done,Done,Done,
777,8690504011750,Alice,Ice Tea mit bergamotte geschmack,330ml,Drinks,0.99,Done,Done,Done,
778,8690504136378,Suntat,Fire of Istanbul Energy Drink,250ml,Drinks,0.99,Done,Done,Done,
779,8690504019701,Eroglu,Cilgin Boga Energy Drink,250ml,Drinks,0.99,Done,Done,Done,
780,8690504119012,Eti,Cicibebe Babyjeks - baby Biscuits,1000g,Chocolate & Biscuits,6.99,Done,Done ,Done,
781,8690766019808,Eti,Tea Biscuits,370g,Chocolate & Biscuits,2.99,Done,Done ,Done,
782,8690504113287,Ulker,Donut Marshmallowlu Kek,162g,Chocolate & Biscuits,1.99,Done,Done ,Done,
783,8690766337810,Eti,Burcak Tam bugday unlu biskuvi,393g,Chocolate & Biscuits,2.49,Done,Done ,Done,
784,8690504012115,Ulker,Albeni Milk Chocolate Coated Biscuit,344g,Chocolate & Biscuits,1.99,Done,Done ,Done,
785,8690504067993,Eti,Crax Sesame Sticks,110g,Chocolate & Biscuits,1.49,Done,Done ,Done,
786,8690504067986,Eti,Crax Extra Cheese Sticks,123g,Chocolate & Biscuits,1.49,Done,Done ,Done,
787,8690504107859,Eti,Crax Extra Chilli Sticks,110g,Chocolate & Biscuits,1.49,Done,Done ,Done,
788,8690504085676,Eti,Pizza Kraker,95g,Chocolate & Biscuits,1.49,Done,Done ,Done,
789,8690504026914,Eti,Benimo Cikolatali,240g,Chocolate & Biscuits,2.49,Done,Done ,Done,
790,8690504107842,Eti,Buracak Yulafli ,375g,Chocolate & Biscuits,2.49,Done,Done ,Done,
791,8690504007203,Eti,Benimo with Chocolate,80g,Chocolate & Biscuits,1.49,Done,Done ,Done,
792,8690504011125,Eti,Tea Biscuits Classic,400g,Chocolate & Biscuits,2.99,Done,Done ,Done,
793,8690504008958,Eti,Mola Cocoa Biscuits with Cream Filling,364g,Chocolate & Biscuits,2.49,Done,Done ,Done,
794,8690766337698,Eti,Pop Kek with Dark Chocolate,144g,Chocolate & Biscuits,2.99,Done,Done ,Done,
795,8690504036265,Eti,Wanted pops Caramel,126g,Chocolate & Biscuits,2.99,Done,Done ,Done,
796,8690504020233,Eti,Pop Kek Marbel Cake,200g,Chocolate & Biscuits,2.49,Done,Done ,Done,
797,8690766688189,Eti,Tutku Biscuit Filled with Cocoa Cream,90g,Chocolate & Biscuits,1.29,Done,Done ,Done,
798,8690766688370,Eti,Cin Strawberry Jelly Biscuit,96g,Chocolate & Biscuits,1.29,Done,Done ,Done,
799,8690766688981,Eti,Cin Orange Jelly Biscuit ,96g,Chocolate & Biscuits,1.29,Done,Done ,Done,
800,8690766688790,Eti,Hosbes Wafer with Strawberry Cream,142g,Chocolate & Biscuits,2.19,Done,Done ,Done,
801,8698509285008,Eti,Hosbes Wafer with Cocoa Cream,142g,Chocolate & Biscuits,2.19,Done,Done ,Done,
802,8690504011712,Eti,Hosbes Wafer with Hazelnut Cream,142g,Chocolate & Biscuits,2.19,Done,Done ,Done,
803,5941664004919,Eti,Hosbes Wafer with Coconut Cream,142g,Chocolate & Biscuits,2.19,Done,Done ,Done,
804,8690504010623,Eti,Burcak Sutlu Kremali,400g,Chocolate & Biscuits,3.49,Done,Done ,Done,
805,5941664008870,Eti,Mini Pop kek with Chocolate,144g,Chocolate & Biscuits,2.99,Done,Done ,Done,
806,8690766688172,Eti,Mini Pop kek with Banana,144g,Chocolate & Biscuits,2.99,Done,Done ,Done,
807,8690766688196,Eti,Finger Biscuits,900g,Chocolate & Biscuits,5.29,Done,Done ,Done,
808,8690766688127,Eti,Milk Chocolate Coated Wafer,34g,Chocolate & Biscuits,1.49,Done,Done ,Done,
809,8690504064909,Eti,Karam Gurme Wafer with Dark Chocolate ,50g,Chocolate & Biscuits,1.49,Done,Done ,Done,
810,8690504082231,Eti,Ahenk Gurme Family Milk Chocolate Wafer,50g,Chocolate & Biscuits,1.49,Done,Done ,Done,
811,8690504082224,Ulker,Cokomel Pofti Kakaolu,144g,Chocolate & Biscuits,1.69,Done,Done ,Done,
812,8690766689322,Ulker,Knusprige Sesamstangen ,125g,Chocolate & Biscuits,1.69,Done,Done ,Done,
813,8690504079897,Ulker,Cikolatali Gofret,288g,Chocolate & Biscuits,4.99,Done,Done ,Done,
814,8690504057116,Ulker,Rulokat Wafer Rolls with Hazelnut Cream,150g,Chocolate & Biscuits,2.19,Done,Done ,Done,
815,8690504067924,Ulker,Hanimeller Cocoa Chip Biscuit,246g,Chocolate & Biscuits,2.49,Done,Done ,Done,
816,8690504067962,Ulker,9 Kit Kat Rulokat Wafer Rolls with Coconut Cream,150g,Chocolate & Biscuits,1.99,Done,Done ,Done,
817,8690504067917,Ulker,Hanimeller Hazelnut Biscuit ,246g,Chocolate & Biscuits,2.49,Done,Done ,Done,
818,8693891196031,Karsa,Klas Cocoa Coated Sandwich Biscuits ,220g,Chocolate & Biscuits,2.49,Done,Done ,Done,
819,8693891195881,Ulker,Hanimeller Cocoa Chip Biscuit,170g,Chocolate & Biscuits,1.49,Done,Done ,Done,
820,8693891195874,Ulker,Dankek Rulo Pasta Cilekli,235g,Chocolate & Biscuits,2.49,Done,Done ,Done,
821,4260616121186,Ulker,Dankek Rulo Pasta Muzlu,235g,Chocolate & Biscuits,2.49,Done,Done ,Done,
822,4260505992095,Ulker,iKram Sandwich Biscuits with Hazelnut Cream,336g,Chocolate & Biscuits,2.49,Done,Done ,Done,
823,8690804354618,Ulker,9 Kit Kat Ruk Wafer Rolls with Chocolate Flavor,170g,Chocolate & Biscuits,2.79,Done,Done ,Done,
824,4337256359580,Ulker,Hobby Candies,250g,Chocolate & Biscuits,2.99,Done,Done ,Done,
825,4311596062508,Ulker,iKram Sandwich Biscuits with Milk Cream,336g,Chocolate & Biscuits,2.49,Done,Done ,Done,
826,9120018530731,Ulker,Probis Proteinli Biskuvi,81g,Chocolate & Biscuits,1.99,Done,Done ,Done,
827,9120018535378,Ulker,Protibor cifte Lezzet,150g,Chocolate & Biscuits,1.49,Done,Done ,Done,
828,4260085281572,Ulker ,Cizi Cheese Crackers,280g,Chocolate & Biscuits,1.99,Done,Done ,Done,
829,3850104050572,Karsa,Klas Sandwich Biscuits ,220g,Chocolate & Biscuits,1.99,Done,Done ,Done,
830,4260085281541,Ulker,Halley Biscuits,77g,Chocolate & Biscuits,1.49,Done,Done ,,
831,5310238000822,Ulker,Biskrem Cocoa Filling,100g,Chocolate & Biscuits,1.49,Done,Done ,Done,
832,9120018530618,Halk,Duble Cofret Wafer with Banana Flavour,500g,Chocolate & Biscuits,2.99,Done,Done ,Done,
833,4311596440429,Halk,Kremali Sandwich Biscuits with Cream,500g,Chocolate & Biscuits,2.99,Done,Done ,Done,
834,9120018536726,Halk,Kremali Samdwich Biscuits with Banana Flavor Cream ,500g,Chocolate & Biscuits,2.99,Done,Done ,Done,
835,8690804029141,Halk,Kremali Samdwich Biscuits with Vanilla Flavor Cream ,500g,Chocolate & Biscuits,2.99,Done,Done ,Done,
836,9120018537570,Halk,Petibor Biscuits,1000g,Chocolate & Biscuits,2.99,Done,Done ,Done,
837,9120018530748,Ulker,Cifte Kavrulmus Potibor,450g,Chocolate & Biscuits,2.49,Done,Done ,Done,
838,4012625455413,Ulker,Tempo Cocoa Biscuits With Vanilla,576g,Chocolate & Biscuits,3.49,Done,Done ,Done,
839,8691573004346,Ulker,Sandwich Biscuits with Vanilla Flavor Cream,1000g,Chocolate & Biscuits,2.99,Done,Done ,Done,
840,8690508601698,Ulker,Kremali Kakaolu Sandwich Biscuits,576g,Chocolate & Biscuits,2.79,Done,Done ,Done,
841,8690804369063,Halk,Wafer with Cocoa Cream,500g,Chocolate & Biscuits,2.99,Done,Done ,Done,
842,8690804354670,Halk,Wafer with Vanilla Cream,500g,Chocolate & Biscuits,2.99,Done,Done ,Done,
843,8690819260553,Halk,Wafer Strawberry Flavour Cream,500g,Chocolate & Biscuits,2.99,Done,Done ,Done,
844,8690819260690,Ulker,Peki Hazelnut ,210g,Chocolate & Biscuits,2.49,Done,Done ,Done,
845,8693354001032,Ulker,Peki Strawberry,210g,Chocolate & Biscuits,2.49,Done,Done ,Done,
846,4012625536167,Ulker,Peki Banana,210g,Chocolate & Biscuits,2.49,Done,Done ,Done,
847,8690819260393,Halk,Tea Biscuit Plain,210g,Chocolate & Biscuits,2.29,Done,Done ,,
848,8690819111060,Peki,8 Cake Chocolate,210g,Chocolate & Biscuits,2.29,Done,Done ,,
849,8699924360646,Peki,8 Cake Hazelnut,210g,Chocolate & Biscuits,2.29,Done,Done ,,
850,8690804009006,Peki,8 Cake Strawberry,210g,Chocolate & Biscuits,2.29,Done,Done ,,
851,6224000439668,Peki,8 Cake Banana,210g,Chocolate & Biscuits,2.29,Done,Done ,,
852,8699073293482,Alpella ,Cake with Cocoa Coating,270g,Chocolate & Biscuits,2.29,Done,Done ,Done,
853,8699073293499,Ulker,Poti Carrot Cinnamon,210g,Chocolate & Biscuits,1.99,Done,Done ,Done,
854,8699073293475,Ulker,Fruit Cake ,210g,Chocolate & Biscuits,1.99,Done,Done ,Done,
855,8682287361986,Halk,Tea Biscuit Plain,400g,Chocolate & Biscuits,2.29,Done,Done ,Done,
856,8690804347320,Ulker,Poti Coconut,210g,Chocolate & Biscuits,1.99,Done,Done ,Done,
857,8693354003425,Oncu,Aci Biber Salcasi,1650g,Sauce,7.99,Done,Done ,Done ,
858,8690504500131,Oncu,Aci Biber Salcasi,700g,Sauce,2.99,Done,Done ,Done ,
859,8690442003046,Oncu,Aci Biber Salcasi,360g,Sauce,1.99,Done,Done ,Done ,
860,8699036672507,Del Katessa,Paprika PAste Scharf,710g,Sauce,2.79,Done,Done ,Done ,
861,8691573088667,Kelmendi,Lutenica Hausgemacht Paprica,550g,Sauce,4.29,Done,Done ,Done ,
862,8681665472047,Suntat,Braune Linsen Lentilles,540g,Lentins,2.99,Done,Done ,Done,
863,8681665472023,Ja,Tomaten Passiert,500g,Sauce,1.19,Done,Done ,Done,
864,8681665472016,Gut & Gunstig,Mandarin Orangen Leicht gezuckert,312g,Sauce,0.99,Done,Done ,Done,
865,8693354007263,Natura,Ajvar Mild Paste,580ml,Sauce,3.99,Done,Done ,Done,Not Done
866,8693354003555,Agrona,Ajvar Hot Paste,720ml,Sauce,2.99,Done,Done ,Done,
867,4260220721000,Kelmendi,Ajvar Hot Paste,680g,Sauce,2.99,Done,Done ,Done,
868,8690819260379,Podravka,Ajvar Stark ,690g,Sauce,2.99,Done,Done ,Done,
869,8690819122011,Kelmendi,Ajvar Hot Paste,350g,Sauce,2.29,Done,Done ,Done,
870,8690804357671,Diem GP,Bas Ajvar Strak Home Made,580ml,Sauce,5.79,Done,Done ,Done,
871,8690777254014,Natura,Ajvar Vegetable Spread Hot ,680g,Sauce,3.99,Done,Done ,Done,
872,8693354005689,Gut & Gunstig,Tomaten Passiert,500g,Sauce,1.29,Done,Done ,Done,
873,8690777251013,Natura,Chunky Vegetable Spread - Hot,550g,Sauce,3.49,Done,Done ,Done,Not Done
874,8691573075216,Suntat,Gehackte Tomaten in Tomatensaft ,800g,Sauce,1.99,Done,Done ,Done,
875,8692888633214,Natura,Malidzano Roasted Green Peper and Egg Plant Relish,540g,Sauce,3.69,Done,Done ,Done,
876,8691573009273,Natura,Ajvar Mild Homemade,340g,Sauce,2.99,Done,Done ,Done,
877,8690804371646,Marmara,Acili Ajvar Paprika,300g,Sauce,2.49,Done,Done ,Done,
878,4260616121285,Burcu,Tatli Biber Salcasi - Pepper Paste Mild,600g,Sauce,2.99,Done,Done ,Done,
879,861573077241,Tukas,Aci Biber Salcasi - Hot Pepper Paste,700g,Sauce,2.99,Done,Done ,Done,
880,9120018532407,Suntat,Pasta Sauce Classic,370g,Sauce,1.99,Done,Done ,Done ,
881,9120018533657,Suntat,Weisse Bohnen Haricot Blancs,540g,Lentins,1.49,Done,Done ,Done , 
882,8690508202444,Kristal ,Olive Oil ,4L,Oil & Vinegar,39.9,Done,Done ,Done,
883,4260616121209,Kristal ,Extra Virgin Olive Oil,4L,Oil & Vinegar,39.9,Done,Done ,Done,
884,8690804361579,Doganaygida,Carrot Juice,2000ml,Juice,2.99,Done,Done ,,
885,5285001400652,Marmara,Olive - Pomace Oil,1000ml,Oil & Vinegar,7.99,Done,Done ,,
886,4012625413130,Kristal ,Extra Virgin Olive Oil,1000ml,Oil & Vinegar,13.49,Done,Done ,Done,
887,5283031101624,Kristal ,Olive Oil ,1000ml,Oil & Vinegar,11.99,Done,Done ,Done,
888,8690804368356,Rasitoglu,Natural Black Cumin Seed Oil,250ml,Oil & Vinegar,14.99,Done,Done ,Done,
889,4260616121216,Suntat,Kekik Suyu Oregano Water,750ml,Oil & Vinegar,3.99,Done,Done ,Done,
890,9120018531837,Hanedan,Black Seed Oil,250ml,Oil & Vinegar,10.99,Done,Done ,Done,
891,8699073293048,Melis ,Lemon Sirkesi - Vinegar,500ml,Oil & Vinegar,1.99,Done,Done ,Done,
892,8690804356629,Melis ,Uzum Sirkesi - Vinegar,500ml,Oil & Vinegar,1.99,Done,Done ,Done,
893,8690804345432,Melis ,Elma Sirkesi - Vinegar,500ml,Oil & Vinegar,1.99,Done,Done ,Done,
894,8690804323591,Ajinomoto ,Beyaz Sirke - Vinegar,1L,Oil & Vinegar,1.49,Done,Done ,,
895,4012625415929,Suntat,Lemon Sirkesi - Vinegar,500ml,Oil & Vinegar,1.79,Done,Done ,Done ,
896,5997365110107,Doganaygida,Nare Uzum Sirkesi - Vinegar,1000ml,Oil & Vinegar,2.19,Done,Done ,Done ,
897,8699004000769,Anadolu Mutfagi,Apple Vinegar,750ml,Oil & Vinegar,1.19,Done,Done ,Done ,
898,8690804360794,Ege Incisi,Grape Vinegar Sauce,1000ml,Oil & Vinegar,1.49,Done,Done ,Done ,
899,4260616121230,Enki,White Vinegar,1000ml,Oil & Vinegar,1.89,Done,Done ,Done ,
900,9120018532650,Burcu,Uzum Sirkesi - Vinegar,500ml,Oil & Vinegar,1.29,Done,Done ,,
901,5997365110152,Ucel,Uzum Sirkesi Salamura - Vinegar,1000ml,Oil & Vinegar,1.29,Done,Done ,Done,
902,8690508600851,Ucel,Lemon Sauce,1000ml,Oil & Vinegar,2.99,Done,Done ,Done,
903,8691440308157,Ucel,Lemon Sauce,500ml,Oil & Vinegar,1.99,Done,Done ,Done,
904,8691573337314,Doganaygida,Butun Limon Sauce,750ml,Oil & Vinegar,2.79,Done,Done ,Done,
905,8690804360527,Doganaygida,Nare Apple Vinegar,500ml,Oil & Vinegar,1.29,Done,Done ,Done,
906,8699073292256,Elmas,Schwarzkummelol Corek Otu Yagi,100ml,Oil & Vinegar,9.99,Done,Done ,Done,
907,9120018534869,Kristal ,Extra Virgin Olive Oil,500ml,Oil & Vinegar,6.29,Done,Done ,Done,
908,8690804413322,Kristal ,Extra Virgin Olive Oil,250ml,Oil & Vinegar,4.19,Done,Done ,Done,
909,8690804361340,Suntat,Pomogranate Vinegar Nar Sirkesi,500ml,Oil & Vinegar,1.99,Done,Done ,Done,
910,8691573040047,Sera,Limon Aromali Sirke - Vinegar,500ml,Oil & Vinegar,1.99,Done,Done ,Done,
911,8691573037313,Doganaygida,Salgam Acili - Black Carrot Juice,300ml,Oil & Vinegar,0.89,Done,Done ,Done,
912,8699073293055,Sera,Apple Vinegar,500ml,Oil & Vinegar,1.49,Done,Done ,Done,
913,8690804361371,Burcu,Date Vinegar,500ml,Oil & Vinegar,5.49,Done,Done ,Done,
914,8690804405525,Buhara,Nar Eksisi Pomegrante,250ml,Oil & Vinegar,4.49,Done,Done ,Done,
915,8690804361630,Burcu,Green Beans,800g,Veggies,1.69,Done,Done ,Done,
916,8691573070129,Suntat,Madimak Turkischer Knoterich ,550g,Veggies,2.99,Done,Done ,Done,
917,8699073292829,Del Katessa,Okra with Wasser,530g,Veggies,3.49,Done,Done ,Done,
918,8690635060993,Burcu,Mushroom Slice,560g,Veggies,2.99,Done,Done ,Done,
919,5319991599406,Natura,Hot Peper,680g,Veggies,1.99,Done,Done ,,
920,8691573093234,Natura,Apple Peppers,350g,Veggies,3.99,Done,Done ,,
921,8690100001018,Tukas,Pointed Okra,680g,Veggies,2.49,Done,Done ,Done,
922,8690100001131,Del Katessa,SchnittBohnen - French Beans,690g,Veggies,1.79,Done,Done ,Done,
923,8690100000363,Suntat,Gewürzgurken - Cornichons,640g,Veggies,1.99,Done,Done ,,
924,8690100000813,Chtoura Garden,Pickled Mixed Vegetables,600g,Veggies,2.99,Done,Done ,Done,
925,8690100001988,Marmara,Tomato Pickle,680g,Veggies,2.49,Done,Done ,,
926,8690100001940,Lara,Pickled Turnip with Beetroot,660g,Veggies,2.99,Done,Done ,Done,
927,8690100002480,Suntat,Deniz Börülcesi - Sea Asparagus,630g,Veggies,2.99,Done,Done ,Done,
928,8690103910782,Del Katessa,Rote Paprika - Grilled Red Paprika,690g,Veggies,2.79,Done,Done ,Done,
929,8690103010543,Natura,Cucumbers,350g,Veggies,2.49,Done,Done ,Done,Not Done
930,8690100001704,Mevis,Akdeniz Usulü Karisik Tursu,670g,Veggies,3.99,Done,Done ,,
931,8695336107183,Suntat,Griiled EggPlant Marinated,590g,Veggies,2.49,Done,Done ,Done,
932,8690804367281,Suntat,Grilled EggPlant,590g,Veggies,2.49,Done,Done ,Done,
933,8690100001117,Suntat,Grilled Red Peppers,650g,Veggies,2.49,Done,Done ,Done,
934,8690100000875,Evcen,Rote Bete,680g,Veggies,1.99,Done,Done ,Done,
935,8690100000844,Natura,Hungary Mixed Pickles - Scharf,650g,Veggies,1.59,Done,Done ,Done,
936,8690100000851,Hantat,Carrot Pickle,680g,Veggies,1.49,Done,Done ,,
937,8690100000301,Suntat,Pickled Mixed Vegetables,630g,Veggies,1.99,Done,Done ,Done,
938,8690100001155,Del Katessa,Pickled Gherkins - Gewürzgurken,690g,Veggies,1.99,Done,Done ,Done,
939,8690100000110,Natura,Rote Bete - Beetroot,640g,Veggies,1.99,Done,Done ,Done,
940,8690804363191,Natura,Hungary Apfel Paprika Scharf,650g,Veggies,2.99,Done,Done ,,
941,4260616120004,Tukas ,Pancar - Pickled Beets,680g,Veggies,1.49,Done,Done ,Done,
942,8690804358296,Duru,Sweet Corn In Water,235g,Veggies,0.99,Done,Done ,Done,
943,8690804363115,Burcu,Misir - Sweet Corn,600g,Veggies,3.19,Done,Done ,Done,
944,8690804363030,Suntat,Hot Peper,590g,Veggies,2.49,Done,Done ,Done,
945,8690804363320,Melis ,Kiraz Biber - Scharfe Pepperoni in Salzake,330g,Veggies,2.99,Done,Done ,Done,
946,8690804363153,Natura,Hot Peper,340g,Veggies,2.99,Done,Done ,Done,
947,4260616120042,Suntat,Grilled EggPlant Marinated,295g,Veggies,1.49,Done,Done ,,
948,8690804363023,Suntat,Chilli Peper,620g,Veggies,2.49,Done,Done ,Done,
949,8690804363207,Burcu,Misir - Sweet Corn,340g,Veggies,1.09,Done,Done ,Done,
950,4260616121278,Burcu,Misir - Sweet Corn,200g,Veggies,0.79,Done,Done ,Done,
951,8690804361890,Melis ,Kozlenmis Jalapeno Biber,210g,Veggies,2.99,Done,Done ,Done,
952,4260467599028,Suntat,Pickled Cabbage,620g,Veggies,1.79,Done,Done ,Done,
953,8690100001964,Suntat,Okra Pieces,650g,Veggies,3.49,Done,Done ,Done,
954,8690100002008,Suntat,Hot Peper,550g,Veggies,2.49,Done,Done ,Done,
955,8690804371271,Burcu,Mushroom Whole,310g,Veggies,1.79,Done,Done ,,
956,8690804142956,Melis ,Renkli Biber Tursusu - Peperoni,300g,Veggies,3.49,Done,Done ,Done,
957,8697432730685,Tat,Baby Okra in Brine,540g,Veggies,2.79,Done,Done ,Done,
958,8690100001285,Kelmendi,Rote Peprika - Roasted and Grilled,490g,Veggies,4.99,Done,Done ,Done,
959,8690100000318,Burcu,Enginar Kalbi - Artichoke Heart,300g,Veggies,2.49,Done,Done ,Done,
960,8690100000080,Cebel,Black Olives,1000g,Veggies,4.29,Done,Done ,Done,Not Done
961,8690100000073,Cebel,Cracked Green Olives,1650g,Veggies,3.99,Done,Done ,,
962,4012625440723,Cebel,Black Olives,500g,Veggies,3.29,Done,Done ,Done,Not Done
963,4012625440365,Cebel,Black Olives,800g,Veggies,3.49,Done,Done ,Done,Not Done
964,4012625442161,Cebel,Cracked Green Olives in Brine,900g,Veggies,5.29,Done,Done ,Done,Not Done
965,4012625440372,Cebel,Pitted Green Olives in Brine Stuffed with Red Paprika,900g,Veggies,5.29,Done,Done ,Done,Not Done
966,4012625446503,Cebel,Picked Green Olive,900g,Veggies,5.29,Done,Done ,Done,Not Done
967,4012625440853,MarmaraBirlik,Dogal Siyah Zeytin,950g,Veggies,4.99,Done,Done ,Done,
968,4012625440495,MB,Natural Black Olives,400g,Veggies,2.49,Done,Done ,,
969,4012625446480,Yemeye Hazir,Seedless Green Olives with Paprika,200g,Veggies,1.29,Done,Done ,,
970,4012625445520,Bagci,Green Olives,200g,Veggies,1.99,Done,Done ,Done,
971,4012625440600,Suntat,Olives,830g,Veggies,3.49,Done,Done ,,
972,4012625447326,Cebel,Black Olives,500g,Veggies,2.99,Done,Done ,Done,Not Done
973,4012625448163,Cebel,Black Olives,1000g,Veggies,5.99,Done,Done ,Done,Not Done
974,8690103114319,Cebel,Scratched Green Olives,800g,Veggies,3.29,Done,Done ,Done,Not Done
975,4012625445643,Cebel,Black Olives,500g,Veggies,3.49,Done,Done ,Done,Not Done
976,4012625441867,Cebel,Pickled Green Olives,1000g,Veggies,5.19,Done,Done ,,
977,4012625447449,Cebel,Black Olives,750g,Veggies,3.99,Done,Done ,Done,Not Done
978,4012625443007,Cebel,Scratched Green Olives,1000g,Veggies,4.99,Done,Done ,,
979,4012625445650,Del Katessa,Green Olives,310g,Veggies,1.99,Done,Done ,,
980,4012625440976,Del Katessa,Getrocknete Tomaten in Sonnenblumenol,280g,Veggies,3.89,Done,Done ,Done,
981,4012625445407,Suntat,Gegrillte Oliven - Grilled Olives Marinated,250g,Veggies,1.99,Done,Done ,Done,
982,4012625445414,Del Katessa,Peperoni Scharf,170g,Veggies,1.49,Done,Done ,Done,
983,4012625445292,Del Katessa,Kapern ,205g,Veggies,1.99,Done,Done ,Done,
984,4012625445285,Del Katessa,Hummus Kichererbsenpüree mit Sesampaste,170g,Veggies,1.59,Done,Done ,Done,
985,4012625441690,Del Katessa,Knoblauchzehen,190g,Veggies,2.29,Done,Done ,Done,
986,8690103279810,Del Katessa,Auberginen in Streifen in Sonnenblumenol,280g,Veggies,2.49,Done,Done ,Done,
987,8690103172814,Del Katessa,OlivenPaste,170g,Veggies,1.69,Done,Done ,Done,
988,8696152455601,Del Katessa,Kalamata Oliven mit Stein ,370g,Veggies,2.49,Done,Done ,Done,
989,8696152505603,Del Katessa,Kapernapfel,205g,Veggies,2.19,Done,Done ,Done,
990,8696152430332,Suntat,Olive Paste,180g,Veggies,1.49,Done,Done ,Done,
991,8696152309607,Zeliva,Black Olives,500g,Veggies,2.59,Done,Done ,Done,
992,8696152451122,Cebel,Pitted Green Olives in Brine Stuffed with Red Paprika,710g,Veggies,3.99,Done,Done ,Done,Not Done
993,8696152361605,Cebel,Cracked Green Olives in Brine,710g,Veggies,4.49,Done,Done ,Done,Not Done
994,8696152381603,Suntat,Green Olives with Paprika,485g,Veggies,2.99,Done,Done ,Done,
995,8693887000311,Suntat,Olivenscheiben,350g,Veggies,0.99,Done,Done ,,
996,8693887400357,Cebel,Natural Black Olives,375g,Veggies,3.29,Done,Done ,Done,Not Done
997,5200128942502,Cebel,Cracked Green Olives ,1000g,Veggies,4.79,Done,Done ,Done,Not Done
998,8696173141101,Cebel,Pickled Seedless Green Olives with Paprika,1000g,Veggies,5.19,Done,Done ,,
999,4012625422316,Cebel,Black Olives,1500g,Veggies,7.99,Done,Done ,Done,Not Done
1000,8695820004127,Cebel,Scratched Green Olives,2000g,Veggies,7.99,Done,Done ,,
1001,8695820012085,Marmara,Devasa,450g,Veggies,3.79,Done,Done ,,
1002,4005692000129,Marmara,Klasik,450g,Veggies,2.99,Done,Done ,,
1003,8690627121206,Marmara,Green Olives,800g,Veggies,3.99,Done,Done ,,
1004,8697447043701,Marmara,Devasa,1300g,Veggies,6.49,Done,Done ,,
1005,8697447043725,Marmara,Kirma,800g,Veggies,2.99,Done,Done ,,
1006,8682631801984,Marmara,Prenses ,1300g,Veggies,4.49,Done,Done ,,
1007,8680931070017,Marmara,Efsane,1300g,Veggies,4.99,Done,Done ,,
1008,8690504096078,Marmara,Kirma,800g,Veggies,2.99,Done,Done ,,
1009,8697436521494,Marmara,Grüne Oliven mit Stein,800g,Veggies,2.99,Done,Done ,,
1010,8690627023500,Marmara,Antik,800g,Veggies,3.29,Done,Done ,,
1011,8690504097051,Marmara,Akdeniz Oliven Mix,800g,Veggies,3.99,Done,Done ,Done,
1012,8690504197270,Marmara,Pitted Green Olives ,850g,Veggies,2.99,Done,Done ,,
1013,8690504098348,Marmarabirlik,Natural Black Olives,800g,Veggies,2.99,Done,Done ,,
1014,8690504095569,Marmara,Grüne Olives Entsteint,800g,Veggies,2.99,Done,Done ,Done,
1015,8690504098966,Marmara,Pitted Green Olives,1250g,Veggies,3.99,Done,Done ,,
1016,8000439101516,Marmara,Green Olives stuffed with Jalapeno,800g,Veggies,3.99,Done,Done ,,
